Path,Explanation,Inhibited
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T394)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S226)', 'unaffected', 'p_inc'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T25)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S23)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S110)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PRKCQ', 'PRKCQ(S695)', 'unaffected', 'unknown'], Variable(216)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PRKCQ', 'PRKCQ(S685)', 'unaffected', 'unknown'], Variable(216)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PPP1CC', 'PPP1CC(T311)', 'up', 'unknown'], ['PPP1CC(T311)', 'up', 'unknown', 'na', 'na', 'na', 'na'], Variable(226)]",no_prior_knowledge,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PRKACA', 'PRKACA(S339)', 'unaffected', 'p_inc'], Variable(216)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], Variable(216)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPN7', 'PTPN7(S44)', 'up', 'p_dec'], ['PTPN7(S44)', 'up', 'p_dec', 'PPP1CB', 'PPP1CB(T316)', 'unaffected', 'unknown'], Variable(216)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'RET', 'RET(S696)', 'unaffected', 'conflicting'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'DUSP4', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'DUSP1', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAPK1', 'MAPK1(T185)', 'unaffected', 'conflicting'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'DUSP3', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPRJ', 'PTPRJ(S1009)', 'unaffected', 'unknown'], Variable(206)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPRE', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'MAP2K3', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK1', 'MAPK1(Y187)', 'up', 'conflicting'], ['MAPK1(Y187)', 'up', 'conflicting', 'PTPRR', 'na', 'na', 'na'], Variable(206)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAP2K1', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], Variable(186)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S226)', 'unaffected', 'p_inc'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T25)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(T394)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K2', 'MAP2K2(S23)', 'unaffected', 'unknown'], Variable(196)]",unaffected,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAP2K1', 'na', 'na', 'na'], Variable(196)]",no_data,unlikely
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], Variable(206)]",loop,_1558
"[['AKT1(S473)', 'up', 'conflicting', 'PPP1CA', 'PPP1CA(T320)', 'up', 'conflicting'], ['PPP1CA(T320)', 'up', 'conflicting', 'CDK2', 'CDK2(T160)', 'up', 'conflicting'], ['CDK2(T160)', 'up', 'conflicting', 'CDK2', 'CDK2(Y15)', 'up', 'conflicting'], ['CDK2(Y15)', 'up', 'conflicting', 'CDC25A', 'CDC25A(S18)', 'down', 'p_inc'], ['CDC25A(S18)', 'down', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], ['MAPK3(Y204)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T202)', 'up', 'conflicting'], ['MAPK3(T202)', 'up', 'conflicting', 'MAPK3', 'MAPK3(T207)', 'up', 'p_inc'], ['MAPK3(T207)', 'up', 'p_inc', 'MAPK3', 'MAPK3(Y204)', 'up', 'conflicting'], Variable(206)]",loop,_1558
